"NRIC","page_id","time_spent"
"S6797132I","0","20"
"S6825093I","3","1"
"S6825093I","7","14"
"S6825093I","5","18"
"S6825093I","6","20"
"S6933300M","3","1"
"S6933300M","7","3"
"S6933300M","1","7"
"S6933300M","5","7"
"S6933300M","0","17"
"S5743464V","0","1"
"S5743464V","6","4"
"S5743464V","2","12"
"S5743464V","5","14"
"S5743464V","1","19"
"S7907579P","5","1"
"S7907579P","4","6"
"S7907579P","6","12"
"S7907579P","7","15"
"S7907579P","1","20"
"S6403986N","2","1"
"S6403986N","6","4"
"S6403986N","0","6"
"S6403986N","4","13"
"S6403986N","3","15"
"S7326936K","0","1"
"S7326936K","2","2"
"S7326936K","7","8"
"S7326936K","8","12"
"S7326936K","6","16"
"S7427124L","3","1"
"S7427124L","8","5"
"S7427124L","0","7"
"S7427124L","5","8"
"S7427124L","2","11"
"S7427124L","1","20"
"S6625593G","6","1"
"S6625593G","7","5"
"S6625593G","2","9"
"S6625593G","0","13"
"S6625593G","3","20"
"S5313774J","0","1"
"S5313774J","6","2"
"S5313774J","8","14"
"S5313774J","7","17"
"S4887934B","0","1"
"S4887934B","2","4"
"S4887934B","7","5"
"S4887934B","3","6"
"S4887934B","8","13"
"S4887934B","4","20"
"S6863627I","0","1"
"S6863627I","6","3"
"S6863627I","3","6"
"S6863627I","5","14"
"S6863627I","4","20"
"S5731526F","0","1"
"S5731526F","7","3"
"S5731526F","4","8"
"S5731526F","8","9"
"S5731526F","3","13"
"S5731526F","1","17"
"S6571670W","5","1"
"S6571670W","0","4"
"S6571670W","2","11"
"S6571670W","6","20"
"S7139753K","2","1"
"S7139753K","7","3"
"S7139753K","8","7"
"S7139753K","1","11"
"S7139753K","4","12"
"S7139753K","6","16"
"S7233875O","3","1"
"S7233875O","1","6"
"S7233875O","4","9"
"S7233875O","8","12"
"S7233875O","0","18"
"S7233875O","6","19"
"S4501753Y","7","1"
"S4501753Y","8","2"
"S4501753Y","2","9"
"S4501753Y","5","14"
"S4287023N","1","1"
"S4287023N","2","5"
"S4287023N","0","5"
"S4287023N","5","15"
"S4287023N","3","19"
"S4042178C","5","1"
"S4042178C","1","4"
"S4042178C","8","5"
"S4042178C","0","9"
"S4042178C","3","13"
"S4042178C","2","14"
"S5260115B","4","1"
"S5260115B","2","7"
"S5260115B","6","20"
"S5260115B","7","20"
"S4042090Q","8","1"
"S4042090Q","7","4"
"S4042090Q","5","5"
"S4042090Q","2","11"
"S4042090Q","1","20"
"S5562534H","6","1"
"S5562534H","5","7"
"S5562534H","4","12"
"S5562534H","2","14"
"S5562534H","0","18"
"S7047252C","3","1"
"S7047252C","2","7"
"S7047252C","7","9"
"S7047252C","6","12"
"S4502632E","2","1"
"S4502632E","7","5"
"S4502632E","3","14"
"S4502632E","4","16"
"S7617345W","4","1"
"S7617345W","5","7"
"S7617345W","3","7"
"S7617345W","7","14"
"S7617345W","8","18"
"S6505546V","3","1"
"S6505546V","1","2"
"S6505546V","5","12"
"S6505546V","2","15"
"S6505546V","0","17"
"S7757210G","4","1"
"S7757210G","2","11"
"S7757210G","3","12"
"S7757210G","1","18"
"S8144773L","3","1"
"S8144773L","6","4"
"S8144773L","2","16"
"S8144773L","5","17"
"S9709883J","0","1"
"S9709883J","8","8"
"S9709883J","6","11"
"S9709883J","1","17"
"S6631510L","6","1"
"S6631510L","0","3"
"S6631510L","4","7"
"S6631510L","1","9"
"S6631510L","8","14"
"S6631510L","5","14"
"S6631510L","3","15"
"S5418390U","0","1"
"S5418390U","2","6"
"S5418390U","4","10"
"S5418390U","8","10"
"S5418390U","5","14"
"S9738876Z","1","1"
"S9738876Z","2","13"
"S9738876Z","6","14"
"S9738876Z","0","17"
"S9738876Z","5","19"
"S6865738O","6","1"
"S6865738O","0","12"
"S6865738O","4","14"
"S6865738O","7","19"
"S8659671P","3","1"
"S8659671P","0","7"
"S8659671P","4","7"
"S8659671P","5","17"
"S8538436H","1","1"
"S8538436H","7","5"
"S8538436H","3","6"
"S8538436H","0","11"
"S8538436H","4","13"
"S7762229W","8","1"
"S7762229W","5","2"
"S7762229W","1","11"
"S8603378Y","6","1"
"S8603378Y","4","12"
"S8603378Y","3","15"
"S8603378Y","1","15"
"S8603378Y","2","17"
"S8673076G","2","1"
"S8673076G","6","4"
"S8673076G","8","5"
"S8673076G","7","8"
"S8673076G","4","9"
"S8673076G","1","13"
"S4664807G","2","1"
"S4664807G","0","3"
"S4664807G","5","14"
"S4664807G","3","15"
"S8321441O","5","1"
"S8321441O","3","1"
"S8321441O","2","10"
"S8321441O","1","17"
"S8321441O","0","17"
"S5413969B","2","1"
"S5413969B","6","2"
"S5413969B","1","4"
"S5413969B","4","18"
"S5413969B","5","19"
"S5973251P","5","1"
"S5973251P","2","5"
"S5973251P","1","8"
"S5973251P","7","19"
"S5973251P","8","20"
"S7468669Y","0","1"
"S7468669Y","3","3"
"S7468669Y","1","11"
"S7468669Y","2","16"
"S7468669Y","6","19"
"S7468669Y","7","20"
"S9235114Q","1","1"
"S9235114Q","2","6"
"S9235114Q","5","11"
"S9235114Q","3","14"
"S9235114Q","4","18"
"S4624875J","3","1"
"S4624875J","7","14"
"S4624875J","5","17"
"S4624875J","8","18"
"S5244673W","6","1"
"S5244673W","0","5"
"S5244673W","3","8"
"S5244673W","5","12"
"S5244673W","4","13"
"S5244673W","2","15"
"S7066922T","2","1"
"S7066922T","7","16"
"S7066922T","4","16"
"S7066922T","0","17"
"S7066922T","3","18"
"S7485163L","5","1"
"S7485163L","4","8"
"S7485163L","1","20"
"S7958144A","0","1"
"S7958144A","2","4"
"S7958144A","1","6"
"S7958144A","3","10"
"S7958144A","6","15"
"S4498841V","5","1"
"S4498841V","6","13"
"S4498841V","2","14"
"S4498841V","4","16"
"S4498841V","8","20"
"S5047779T","1","1"
"S5047779T","3","6"
"S5047779T","6","6"
"S5047779T","7","10"
"S7782030I","6","1"
"S7782030I","8","2"
"S7782030I","3","3"
"S7782030I","2","6"
"S7782030I","0","8"
"S7782030I","7","10"
"S7782030I","1","15"
"S6341966H","6","1"
"S6341966H","7","10"
"S6341966H","4","11"
"S6341966H","3","12"
"S6341966H","0","17"
"S6894231Z","0","1"
"S6894231Z","4","11"
"S6894231Z","2","13"
"S6894231Z","1","14"
"S6894231Z","7","17"
"S6894231Z","5","17"
"S6894231Z","3","19"
"S6957008A","2","1"
"S6957008A","1","8"
"S6957008A","3","13"
"S6957008A","5","20"
"S5751905B","4","1"
"S5751905B","0","7"
"S5751905B","5","8"
"S5751905B","8","10"
"S5751905B","7","13"
"S5751905B","3","18"
"S8342478R","0","1"
"S8342478R","1","7"
"S8342478R","4","15"
"S8342478R","6","15"
"S8342478R","8","18"
"S9898467T","1","1"
"S9898467T","2","4"
"S9898467T","3","9"
"S9898467T","8","14"
"S9898467T","5","15"
"S9898467T","0","18"
"S5975366S","7","1"
"S5975366S","4","4"
"S5975366S","2","5"
"S5975366S","8","9"
"S5975366S","1","17"
"S8918294W","1","1"
"S8918294W","0","4"
"S8918294W","2","13"
"S8918294W","6","19"
"S6179275O","1","1"
"S6179275O","5","2"
"S6179275O","2","10"
"S6179275O","8","15"
"S6179275O","7","17"
"S6913633D","3","1"
"S6913633D","2","3"
"S6913633D","5","8"
"S6913633D","4","12"
"S6913633D","6","18"
"S6913633D","7","20"
"S6861290E","1","1"
"S6861290E","2","6"
"S6861290E","7","7"
"S6861290E","6","9"
"S6861290E","0","14"
"S6042989T","8","1"
"S6042989T","1","4"
"S6042989T","7","4"
"S6042989T","4","10"
"S6042989T","5","15"
"S9075049L","6","1"
"S9075049L","4","12"
"S9075049L","5","17"
"S9075049L","0","18"
"S9075049L","3","18"
"S6427211D","2","1"
"S6427211D","6","9"
"S6427211D","3","15"
"S6427211D","0","16"
"S6427211D","4","18"
"S7097724J","7","1"
"S7097724J","1","1"
"S7097724J","5","15"
"S7097724J","8","15"
"S7097724J","0","19"
"S5050668D","6","1"
"S5050668D","7","7"
"S5050668D","3","14"
"S5050668D","8","15"
"S5050668D","5","16"
"S5050668D","0","16"
"S5050668D","2","20"
"S9491236G","2","1"
"S9491236G","5","3"
"S9491236G","1","3"
"S9491236G","4","4"
"S9491236G","7","9"
"S9491236G","0","14"
"S9491236G","3","20"
"S7951856N","3","1"
"S7951856N","6","3"
"S7951856N","1","6"
"S7951856N","5","17"
"S7951856N","0","20"
"S7869107L","6","1"
"S7869107L","7","2"
"S7869107L","1","19"
"S7869107L","8","20"
"S8364270X","0","1"
"S8364270X","3","10"
"S8364270X","4","11"
"S8364270X","6","15"
"S8364270X","8","18"
"S4637313K","3","1"
"S4637313K","4","8"
"S4637313K","5","10"
"S4637313K","8","14"
"S4637313K","6","20"
"S6459730T","8","1"
"S6459730T","5","4"
"S6459730T","3","10"
"S6459730T","1","13"
"S5052830D","8","1"
"S5052830D","1","3"
"S5052830D","2","4"
"S5052830D","5","17"
"S5052830D","7","20"
"S8499594B","3","1"
"S8499594B","8","7"
"S8499594B","2","11"
"S8499594B","6","16"
"S8499594B","0","18"
"S9188347P","5","1"
"S9188347P","8","1"
"S9188347P","1","4"
"S9188347P","2","15"
"S9188347P","7","18"
"S6444659H","1","1"
"S6444659H","0","5"
"S6444659H","7","8"
"S6444659H","2","14"
"S5986900X","1","1"
"S5986900X","7","10"
"S5986900X","4","16"
"S5986900X","0","17"
"S5986900X","5","19"
"S5986900X","3","20"
"S8042685O","1","1"
"S8042685O","4","18"
"S8042685O","8","20"
"S7255513T","3","1"
"S7255513T","7","5"
"S7255513T","0","10"
"S7255513T","8","17"
"S7255513T","5","18"
"S8917364G","3","1"
"S8917364G","2","1"
"S8917364G","5","1"
"S8917364G","6","13"
"S8917364G","1","14"
"S7151584B","2","1"
"S7151584B","3","12"
"S7151584B","0","19"
"S7151584B","1","19"
"S5376488N","8","1"
"S5376488N","6","2"
"S5376488N","2","7"
"S5376488N","0","7"
"S5376488N","3","8"
"S5376488N","1","12"
"S5376488N","7","16"
"S9255564A","1","1"
"S9255564A","4","2"
"S9255564A","8","10"
"S9255564A","3","12"
"S9255564A","7","14"
"S7277099R","5","1"
"S7277099R","3","10"
"S7277099R","1","12"
"S7277099R","4","14"
"S8332965T","6","1"
"S8332965T","5","12"
"S8332965T","0","17"
"S8332965T","4","19"
"S6408313U","0","1"
"S6408313U","2","3"
"S6408313U","8","7"
"S6408313U","6","15"
"S6408313U","7","19"
"S6408313U","4","20"
"S7296694B","4","1"
"S7296694B","1","5"
"S7296694B","0","8"
"S7296694B","5","10"
"S7296694B","8","19"
"S9541522P","1","1"
"S9541522P","0","5"
"S9541522P","5","8"
"S9541522P","4","8"
"S9541522P","2","15"
"S6909458P","8","1"
"S6909458P","0","13"
"S6909458P","4","14"
"S6909458P","1","14"
"S9188167O","3","1"
"S9188167O","4","7"
"S9188167O","0","18"
"S9188167O","7","20"
"S9188167O","5","20"
"S6811986W","4","1"
"S6811986W","1","6"
"S6811986W","6","14"
"S6811986W","0","20"
"S4536996U","4","1"
"S4536996U","8","6"
"S4536996U","3","15"
"S4536996U","1","15"
"S4536996U","7","19"
"S4198211M","1","1"
"S4198211M","6","2"
"S4198211M","4","6"
"S4198211M","8","10"
"S4198211M","3","19"
"S7499334K","6","1"
"S7499334K","5","3"
"S7499334K","0","6"
"S7499334K","8","10"
"S7499334K","2","17"
"S8931688U","4","1"
"S8931688U","7","3"
"S8931688U","0","6"
"S8931688U","5","10"
"S8931688U","6","12"
"S8931688U","2","18"
"S7128837P","4","1"
"S7128837P","6","8"
"S7128837P","8","13"
"S7128837P","0","19"
"S8283968F","4","1"
"S8283968F","1","2"
"S8283968F","3","14"
"S8283968F","6","20"
"S8195362X","5","1"
"S8195362X","1","3"
"S8195362X","7","9"
"S8195362X","2","16"
"S8195362X","3","17"
"S7119118C","0","1"
"S7119118C","7","6"
"S7119118C","1","15"
"S7119118C","8","16"
"S7119118C","2","20"
"S5252051H","4","1"
"S5252051H","5","9"
"S5252051H","2","10"
"S5252051H","8","11"
"S5252051H","3","12"
"S5252051H","0","15"
"S5252051H","1","18"
"S5776755Z","6","1"
"S5776755Z","2","1"
"S5776755Z","5","7"
"S5776755Z","7","8"
"S5776755Z","3","18"
"S7389356Q","3","1"
"S7389356Q","2","5"
"S7389356Q","7","5"
"S7389356Q","6","9"
"S7389356Q","5","19"
"S7389356Q","1","20"
"S9562992J","1","1"
"S9562992J","7","10"
"S9562992J","6","15"
"S9562992J","4","16"
"S9562992J","2","20"
"S4102962R","0","1"
"S4102962R","5","4"
"S4102962R","7","7"
"S4102962R","1","19"
"S4102962R","2","20"
"S4218610E","7","1"
"S4218610E","5","5"
"S4218610E","2","7"
"S4218610E","3","10"
"S4218610E","8","17"
"S4218610E","6","19"
"S8174343Z","2","1"
"S8174343Z","1","3"
"S8174343Z","5","16"
"S8174343Z","0","18"
"S8174343Z","3","20"
"S7642046J","1","1"
"S7642046J","6","2"
"S7642046J","5","10"
"S7642046J","0","11"
"S7642046J","7","12"
"S7642046J","4","18"
"S5999416N","3","1"
"S5999416N","2","11"
"S5999416N","7","15"
"S5999416N","0","17"
"S5999416N","8","19"
"S5269915I","2","1"
"S5269915I","8","1"
"S5269915I","1","8"
"S5269915I","4","9"
"S5269915I","5","16"
"S6679701D","6","1"
"S6679701D","5","7"
"S6679701D","7","14"
"S6679701D","4","20"
"S6728562T","4","1"
"S6728562T","2","1"
"S6728562T","0","4"
"S6728562T","3","10"
"S6728562T","8","14"
"S6728562T","6","14"
"S6446109I","4","1"
"S6446109I","2","6"
"S6446109I","6","7"
"S6446109I","5","9"
"S6446109I","3","18"
"S6446109I","1","20"
"S7997145Z","8","1"
"S7997145Z","5","3"
"S7997145Z","7","3"
"S7997145Z","3","15"
"S7476718P","4","1"
"S7476718P","7","8"
"S7476718P","8","18"
"S4850502A","1","1"
"S4850502A","0","4"
"S4850502A","3","6"
"S4850502A","6","11"
"S4850502A","4","16"
"S6649325I","8","1"
"S6649325I","4","11"
"S6649325I","2","16"
"S6649325I","1","18"
"S6649325I","6","18"
"S6649325I","5","19"
"S7162455U","8","1"
"S7162455U","3","10"
"S7162455U","7","12"
"S7162455U","4","14"
"S5281772K","2","1"
"S5281772K","0","3"
"S5281772K","5","14"
"S5281772K","1","19"
"S5281772K","7","19"
"S9476494B","6","1"
"S9476494B","5","14"
"S9476494B","3","15"
"S9476494B","8","18"
"S6646928N","5","1"
"S6646928N","0","6"
"S6646928N","1","13"
"S6646928N","7","19"
"S6646928N","6","20"
"S4235739P","0","1"
"S4235739P","7","8"
"S4235739P","3","14"
"S4235739P","8","14"
"S4235739P","1","15"
"S8811201Z","0","1"
"S8811201Z","1","3"
"S8811201Z","7","11"
"S8811201Z","3","14"
"S8811201Z","8","18"
"S8811201Z","4","18"
"S8811201Z","5","19"
"S9319703R","5","1"
"S9319703R","6","4"
"S9319703R","2","5"
"S9319703R","3","12"
"S9319703R","1","17"
"S6317370M","2","1"
"S6317370M","4","10"
"S6317370M","8","17"
"S6317370M","1","20"
"S4809138W","4","1"
"S4809138W","2","5"
"S4809138W","7","8"
"S4809138W","6","12"
"S4809138W","3","20"
"S4218230Y","7","1"
"S4218230Y","1","2"
"S4218230Y","8","14"
"S4218230Y","6","14"
"S4218230Y","3","19"
"S4218230Y","4","20"
"S9464849S","3","1"
"S9464849S","0","7"
"S9464849S","1","12"
"S9464849S","2","16"
"S9464849S","5","19"
"S6545749C","1","1"
"S6545749C","6","7"
"S6545749C","2","10"
"S6545749C","3","17"
"S6545749C","0","19"
"S4071343C","8","1"
"S4071343C","0","2"
"S4071343C","5","4"
"S4071343C","1","11"
"S4071343C","3","14"
"S5823543O","1","1"
"S5823543O","5","5"
"S5823543O","6","12"
"S5823543O","4","12"
"S5823543O","2","12"
"S5823543O","8","16"
"S4312193C","6","1"
"S4312193C","1","1"
"S4312193C","0","3"
"S4312193C","4","14"
"S4312193C","2","19"
"S5240044V","1","1"
"S5240044V","0","6"
"S5240044V","3","13"
"S5240044V","7","19"
"S8024925I","3","1"
"S8024925I","1","9"
"S8024925I","0","12"
"S8024925I","2","14"
"S8024925I","6","18"
"S6322621P","2","1"
"S6322621P","6","11"
"S6322621P","8","13"
"S6322621P","5","17"
"S6322621P","3","19"
"S9803490M","6","1"
"S9803490M","4","10"
"S9803490M","1","13"
"S9803490M","7","13"
"S9803490M","0","16"
"S9803490M","8","19"
"S8176012R","4","1"
"S8176012R","6","8"
"S8176012R","3","9"
"S8176012R","7","12"
"S8176012R","0","19"
"S8176012R","5","19"
"S7289983F","1","1"
"S7289983F","0","7"
"S7289983F","2","12"
"S7289983F","6","14"
"S7289983F","4","17"
"S4714044H","7","1"
"S4714044H","4","2"
"S4714044H","5","4"
"S4714044H","6","7"
"S4714044H","2","13"
"S6453674J","4","1"
"S6453674J","7","10"
"S6453674J","1","12"
"S6453674J","6","12"
"S6453674J","8","17"
"S4950676A","4","1"
"S4950676A","0","2"
"S4950676A","6","8"
"S4950676A","2","11"
"S4950676A","5","13"
"S4950676A","1","16"
"S7325518I","6","1"
"S7325518I","8","8"
"S7325518I","3","12"
"S7325518I","2","13"
"S7325518I","7","15"
"S7325518I","0","18"
"S7998244O","1","1"
"S7998244O","6","6"
"S7998244O","8","9"
"S7998244O","0","14"
"S5623780G","1","1"
"S5623780G","5","6"
"S5623780G","7","9"
"S5623780G","4","9"
"S5623780G","0","11"
"S5623780G","2","11"
"S5493463N","0","1"
"S5493463N","2","9"
"S5493463N","4","13"
"S5493463N","1","13"
"S5493463N","6","15"
"S5493463N","7","19"
"S5493463N","8","20"
"S8110451K","6","1"
"S8110451K","0","6"
"S8110451K","4","11"
"S8110451K","5","11"
"S8110451K","1","15"
"S5792048I","7","1"
"S5792048I","3","5"
"S5792048I","6","7"
"S5792048I","4","9"
"S5792048I","2","10"
"S9021503S","6","1"
"S9021503S","8","6"
"S9021503S","2","7"
"S9021503S","5","7"
"S9021503S","4","13"
"S9021503S","0","20"
"S9824222V","8","1"
"S9824222V","3","8"
"S9824222V","2","13"
"S9824222V","6","16"
"S9513430S","0","1"
"S9513430S","4","3"
"S9513430S","6","6"
"S9513430S","5","6"
"S9513430S","7","7"
"S6505289B","7","1"
"S6505289B","6","8"
"S6505289B","4","9"
"S6505289B","8","14"
"S6505289B","1","14"
"S7084595Q","4","1"
"S7084595Q","3","3"
"S7084595Q","1","5"
"S7084595Q","0","11"
"S7084595Q","7","20"
"S9451919V","5","1"
"S9451919V","3","10"
"S9451919V","1","15"
"S9451919V","8","18"
"S9451919V","6","19"
"S4939016K","4","1"
"S4939016K","7","4"
"S4939016K","2","10"
"S4939016K","6","13"
"S4939016K","5","16"
"S4939016K","0","17"
"S4733284A","6","1"
"S4733284A","0","6"
"S4733284A","1","6"
"S4733284A","3","16"
"S4733284A","8","18"
"S5345914G","8","1"
"S5345914G","3","6"
"S5345914G","5","9"
"S5345914G","1","19"
"S5345914G","2","20"
"S6551735B","0","1"
"S6551735B","7","6"
"S6551735B","4","11"
"S6551735B","2","18"
"S6773206M","6","1"
"S6773206M","4","3"
"S6773206M","0","5"
"S6773206M","1","13"
"S6773206M","2","15"
"S6773206M","8","20"
"S6669758V","8","1"
"S6669758V","3","2"
"S6669758V","1","6"
"S6669758V","4","8"
"S6669758V","5","12"
"S6669758V","6","14"
"S6669758V","0","18"
"S4853329G","2","1"
"S4853329G","4","3"
"S4853329G","3","8"
"S4853329G","6","12"
"S4853329G","0","16"
"S4853329G","1","17"
"S7721861L","2","1"
"S7721861L","5","12"
"S7721861L","1","18"
"S9636995U","7","1"
"S9636995U","0","9"
"S9636995U","8","13"
"S9636995U","6","15"
"S9636995U","5","15"
"S9636995U","3","17"
"S6773878Y","6","1"
"S6773878Y","4","3"
"S6773878Y","5","3"
"S6773878Y","3","14"
"S6773878Y","8","19"
"S6773878Y","7","20"
"S6773878Y","2","20"
"S6834158I","4","1"
"S6834158I","0","2"
"S6834158I","6","6"
"S6834158I","2","12"
"S6834158I","3","12"
"S6834158I","8","19"
"S5375606U","3","1"
"S5375606U","6","2"
"S5375606U","0","8"
"S5375606U","2","8"
"S5375606U","1","13"
"S5375606U","7","17"
"S9270443S","2","1"
"S9270443S","7","2"
"S9270443S","3","5"
"S9270443S","6","5"
"S9270443S","0","13"
"S9270443S","5","18"
"S9270443S","8","20"
"S4585863M","6","1"
"S4585863M","5","6"
"S4585863M","7","13"
"S4585863M","1","19"
"S4585863M","3","20"
"S4981242U","5","1"
"S4981242U","2","2"
"S4981242U","6","5"
"S4981242U","7","7"
"S4981242U","0","16"
"S4981242U","8","19"
"S6914402S","6","1"
"S6914402S","0","2"
"S6914402S","2","9"
"S6914402S","7","11"
"S6914402S","3","13"
"S6914402S","5","14"
"S5767611N","0","1"
"S5767611N","1","2"
"S5767611N","4","2"
"S5767611N","5","8"
"S5767611N","8","15"
"S5767611N","7","18"
"S6438797G","6","1"
"S6438797G","4","12"
"S6438797G","0","14"
"S6438797G","3","16"
"S6438797G","8","20"
"S9508001R","6","1"
"S9508001R","3","8"
"S9508001R","8","8"
"S9508001R","1","16"
"S9508001R","7","18"
"S9508001R","0","18"
"S6155935B","6","1"
"S6155935B","2","5"
"S6155935B","0","8"
"S6155935B","4","8"
"S6155935B","7","13"
"S9827663T","4","1"
"S9827663T","3","3"
"S9827663T","8","11"
"S9827663T","7","13"
"S7804861O","2","1"
"S7804861O","4","6"
"S7804861O","8","7"
"S7804861O","5","11"
"S7804861O","6","13"
"S7804861O","1","19"
"S9192637W","4","1"
"S9192637W","0","5"
"S9192637W","8","11"
"S9192637W","6","12"
"S9192637W","3","16"
"S9192637W","1","19"
"S9192637W","2","20"
"S6005438J","8","1"
"S6005438J","0","17"
"S6005438J","7","17"
"S6005438J","4","18"
"S6761156J","6","1"
"S6761156J","4","8"
"S6761156J","1","13"
"S6761156J","3","14"
"S6761156J","8","15"
"S6761156J","5","16"
"S4470635Q","1","1"
"S4470635Q","7","4"
"S4470635Q","6","10"
"S4470635Q","8","13"
"S4470635Q","5","19"
"S9386694G","1","1"
"S9386694G","3","3"
"S9386694G","7","10"
"S9386694G","6","14"
"S9386694G","8","15"
"S9386694G","4","16"
"S9386694G","2","16"
"S4618266I","4","1"
"S4618266I","0","4"
"S4618266I","3","11"
"S4618266I","8","16"
"S4618266I","1","17"
"S4618266I","5","17"
"S6977674T","7","1"
"S6977674T","4","6"
"S6977674T","6","7"
"S6977674T","8","8"
"S6977674T","1","15"
"S6977674T","3","18"
"S4794563H","6","1"
"S4794563H","7","5"
